Estacion;Fecha inicial;Fecha final;PM2.5
ZIPAQUIRÁ - EFZ;19/12/2023 5:00;19/12/2023 5:59;16,96
ZIPAQUIRÁ - EFZ;19/12/2023 4:00;19/12/2023 4:59;15,68
ZIPAQUIRÁ - EFZ;19/12/2023 3:00;19/12/2023 3:59;8,2
ZIPAQUIRÁ - EFZ;19/12/2023 2:00;19/12/2023 2:59;12,84
ZIPAQUIRÁ - EFZ;19/12/2023 1:00;19/12/2023 1:59;9
ZIPAQUIRÁ - EFZ;19/12/2023 0:00;19/12/2023 0:59;9,32
ZIPAQUIRÁ - EFZ;18/12/2023 23:00;18/12/2023 23:59;17,64
ZIPAQUIRÁ - EFZ;18/12/2023 22:00;18/12/2023 22:59;32,96
ZIPAQUIRÁ - EFZ;18/12/2023 21:00;18/12/2023 21:59;31,52
ZIPAQUIRÁ - EFZ;18/12/2023 20:00;18/12/2023 20:59;19,52
ZIPAQUIRÁ - EFZ;18/12/2023 19:00;18/12/2023 19:59;8,64
ZIPAQUIRÁ - EFZ;18/12/2023 18:00;18/12/2023 18:59;23,76
ZIPAQUIRÁ - EFZ;18/12/2023 17:00;18/12/2023 17:59;17,92
ZIPAQUIRÁ - EFZ;18/12/2023 16:00;18/12/2023 16:59;15,92
ZIPAQUIRÁ - EFZ;18/12/2023 15:00;18/12/2023 15:59;13,8
ZIPAQUIRÁ - EFZ;18/12/2023 14:00;18/12/2023 14:59;9,36
ZIPAQUIRÁ - EFZ;18/12/2023 13:00;18/12/2023 13:59;18
ZIPAQUIRÁ - EFZ;18/12/2023 12:00;18/12/2023 12:59;17,68
ZIPAQUIRÁ - EFZ;18/12/2023 11:00;18/12/2023 11:59;10
ZIPAQUIRÁ - EFZ;18/12/2023 8:00;18/12/2023 8:59;14
ZIPAQUIRÁ - EFZ;18/12/2023 7:00;18/12/2023 7:59;19,68
ZIPAQUIRÁ - EFZ;18/12/2023 6:00;18/12/2023 6:59;11,84
ZIPAQUIRÁ - EFZ;18/12/2023 5:00;18/12/2023 5:59;8,28
ZIPAQUIRÁ - EFZ;18/12/2023 4:00;18/12/2023 4:59;14,84
ZIPAQUIRÁ - EFZ;18/12/2023 3:00;18/12/2023 3:59;10,88
ZIPAQUIRÁ - EFZ;18/12/2023 2:00;18/12/2023 2:59;8,12
ZIPAQUIRÁ - EFZ;18/12/2023 1:00;18/12/2023 1:59;11,04
ZIPAQUIRÁ - EFZ;18/12/2023 0:00;18/12/2023 0:59;12,2
ZIPAQUIRÁ - EFZ;17/12/2023 23:00;17/12/2023 23:59;16,72
ZIPAQUIRÁ - EFZ;17/12/2023 22:00;17/12/2023 22:59;9,96
ZIPAQUIRÁ - EFZ;17/12/2023 21:00;17/12/2023 21:59;9,2
ZIPAQUIRÁ - EFZ;17/12/2023 20:00;17/12/2023 20:59;14,12
ZIPAQUIRÁ - EFZ;17/12/2023 19:00;17/12/2023 19:59;16,68
ZIPAQUIRÁ - EFZ;17/12/2023 18:00;17/12/2023 18:59;9,08
ZIPAQUIRÁ - EFZ;17/12/2023 17:00;17/12/2023 17:59;11,36
ZIPAQUIRÁ - EFZ;17/12/2023 16:00;17/12/2023 16:59;19,56
ZIPAQUIRÁ - EFZ;17/12/2023 15:00;17/12/2023 15:59;9,08
ZIPAQUIRÁ - EFZ;17/12/2023 14:00;17/12/2023 14:59;11,08
ZIPAQUIRÁ - EFZ;17/12/2023 13:00;17/12/2023 13:59;13
ZIPAQUIRÁ - EFZ;17/12/2023 12:00;17/12/2023 12:59;13,16
ZIPAQUIRÁ - EFZ;17/12/2023 11:00;17/12/2023 11:59;17,72
ZIPAQUIRÁ - EFZ;17/12/2023 10:00;17/12/2023 10:59;34,36
ZIPAQUIRÁ - EFZ;17/12/2023 9:00;17/12/2023 9:59;19
ZIPAQUIRÁ - EFZ;17/12/2023 8:00;17/12/2023 8:59;18,64
ZIPAQUIRÁ - EFZ;17/12/2023 7:00;17/12/2023 7:59;10,08
ZIPAQUIRÁ - EFZ;17/12/2023 6:00;17/12/2023 6:59;11,96
ZIPAQUIRÁ - EFZ;17/12/2023 5:00;17/12/2023 5:59;11,2
ZIPAQUIRÁ - EFZ;17/12/2023 4:00;17/12/2023 4:59;16,04
ZIPAQUIRÁ - EFZ;17/12/2023 3:00;17/12/2023 3:59;16,92
ZIPAQUIRÁ - EFZ;17/12/2023 2:00;17/12/2023 2:59;15
ZIPAQUIRÁ - EFZ;17/12/2023 1:00;17/12/2023 1:59;15,08
ZIPAQUIRÁ - EFZ;17/12/2023 0:00;17/12/2023 0:59;17,24
ZIPAQUIRÁ - EFZ;16/12/2023 23:00;16/12/2023 23:59;22,64
ZIPAQUIRÁ - EFZ;16/12/2023 22:00;16/12/2023 22:59;14,24
ZIPAQUIRÁ - EFZ;16/12/2023 21:00;16/12/2023 21:59;19,72
ZIPAQUIRÁ - EFZ;16/12/2023 20:00;16/12/2023 20:59;13,36
ZIPAQUIRÁ - EFZ;16/12/2023 19:00;16/12/2023 19:59;21,92
ZIPAQUIRÁ - EFZ;16/12/2023 18:00;16/12/2023 18:59;20,16
ZIPAQUIRÁ - EFZ;16/12/2023 17:00;16/12/2023 17:59;23,92
ZIPAQUIRÁ - EFZ;16/12/2023 16:00;16/12/2023 16:59;21,88
ZIPAQUIRÁ - EFZ;16/12/2023 15:00;16/12/2023 15:59;18,8
ZIPAQUIRÁ - EFZ;16/12/2023 14:00;16/12/2023 14:59;14,28
ZIPAQUIRÁ - EFZ;16/12/2023 13:00;16/12/2023 13:59;21,21
ZIPAQUIRÁ - EFZ;16/12/2023 12:00;16/12/2023 12:59;29,92
ZIPAQUIRÁ - EFZ;16/12/2023 11:00;16/12/2023 11:59;28,2
ZIPAQUIRÁ - EFZ;16/12/2023 10:00;16/12/2023 10:59;33,24
ZIPAQUIRÁ - EFZ;16/12/2023 9:00;16/12/2023 9:59;39,52
ZIPAQUIRÁ - EFZ;16/12/2023 8:00;16/12/2023 8:59;51,2
ZIPAQUIRÁ - EFZ;16/12/2023 7:00;16/12/2023 7:59;31,68
ZIPAQUIRÁ - EFZ;16/12/2023 6:00;16/12/2023 6:59;24,2
ZIPAQUIRÁ - EFZ;16/12/2023 5:00;16/12/2023 5:59;28,68
ZIPAQUIRÁ - EFZ;16/12/2023 4:00;16/12/2023 4:59;20,8
ZIPAQUIRÁ - EFZ;16/12/2023 3:00;16/12/2023 3:59;16,04
ZIPAQUIRÁ - EFZ;16/12/2023 2:00;16/12/2023 2:59;16,8
ZIPAQUIRÁ - EFZ;16/12/2023 1:00;16/12/2023 1:59;12,16
ZIPAQUIRÁ - EFZ;16/12/2023 0:00;16/12/2023 0:59;16,44
ZIPAQUIRÁ - EFZ;15/12/2023 23:00;15/12/2023 23:59;26,6
ZIPAQUIRÁ - EFZ;15/12/2023 22:00;15/12/2023 22:59;16,8
ZIPAQUIRÁ - EFZ;15/12/2023 21:00;15/12/2023 21:59;12,04
ZIPAQUIRÁ - EFZ;15/12/2023 20:00;15/12/2023 20:59;12,88
ZIPAQUIRÁ - EFZ;15/12/2023 19:00;15/12/2023 19:59;10,16
ZIPAQUIRÁ - EFZ;15/12/2023 18:00;15/12/2023 18:59;14,36
ZIPAQUIRÁ - EFZ;15/12/2023 17:00;15/12/2023 17:59;22,48
ZIPAQUIRÁ - EFZ;15/12/2023 16:00;15/12/2023 16:59;10
ZIPAQUIRÁ - EFZ;15/12/2023 15:00;15/12/2023 15:59;10,12
ZIPAQUIRÁ - EFZ;15/12/2023 14:00;15/12/2023 14:59;13,16
ZIPAQUIRÁ - EFZ;15/12/2023 13:00;15/12/2023 13:59;17,12
ZIPAQUIRÁ - EFZ;15/12/2023 12:00;15/12/2023 12:59;21,76
ZIPAQUIRÁ - EFZ;15/12/2023 11:00;15/12/2023 11:59;16,12
ZIPAQUIRÁ - EFZ;15/12/2023 10:00;15/12/2023 10:59;18,92
ZIPAQUIRÁ - EFZ;15/12/2023 9:00;15/12/2023 9:59;17,12
ZIPAQUIRÁ - EFZ;15/12/2023 8:00;15/12/2023 8:59;20
ZIPAQUIRÁ - EFZ;15/12/2023 7:00;15/12/2023 7:59;19,76
ZIPAQUIRÁ - EFZ;15/12/2023 6:00;15/12/2023 6:59;14,12
ZIPAQUIRÁ - EFZ;15/12/2023 5:00;15/12/2023 5:59;16,84
ZIPAQUIRÁ - EFZ;15/12/2023 4:00;15/12/2023 4:59;13,04
ZIPAQUIRÁ - EFZ;15/12/2023 3:00;15/12/2023 3:59;13,84
ZIPAQUIRÁ - EFZ;15/12/2023 2:00;15/12/2023 2:59;10,44
ZIPAQUIRÁ - EFZ;15/12/2023 1:00;15/12/2023 1:59;20,92
ZIPAQUIRÁ - EFZ;15/12/2023 0:00;15/12/2023 0:59;19,24
ZIPAQUIRÁ - EFZ;14/12/2023 23:00;14/12/2023 23:59;25
ZIPAQUIRÁ - EFZ;14/12/2023 22:00;14/12/2023 22:59;25,16
ZIPAQUIRÁ - EFZ;14/12/2023 21:00;14/12/2023 21:59;28,68
ZIPAQUIRÁ - EFZ;14/12/2023 20:00;14/12/2023 20:59;21
ZIPAQUIRÁ - EFZ;14/12/2023 19:00;14/12/2023 19:59;20,52
ZIPAQUIRÁ - EFZ;14/12/2023 18:00;14/12/2023 18:59;9,12
ZIPAQUIRÁ - EFZ;14/12/2023 17:00;14/12/2023 17:59;12,2
ZIPAQUIRÁ - EFZ;14/12/2023 16:00;14/12/2023 16:59;16,72
ZIPAQUIRÁ - EFZ;14/12/2023 15:00;14/12/2023 15:59;10,04
ZIPAQUIRÁ - EFZ;14/12/2023 14:00;14/12/2023 14:59;11,24
ZIPAQUIRÁ - EFZ;14/12/2023 13:00;14/12/2023 13:59;17
ZIPAQUIRÁ - EFZ;14/12/2023 12:00;14/12/2023 12:59;17,16
ZIPAQUIRÁ - EFZ;14/12/2023 11:00;14/12/2023 11:59;21,84
ZIPAQUIRÁ - EFZ;14/12/2023 10:00;14/12/2023 10:59;41,32
ZIPAQUIRÁ - EFZ;14/12/2023 9:00;14/12/2023 9:59;25,28
ZIPAQUIRÁ - EFZ;14/12/2023 8:00;14/12/2023 8:59;32,12
ZIPAQUIRÁ - EFZ;14/12/2023 7:00;14/12/2023 7:59;34,36
ZIPAQUIRÁ - EFZ;14/12/2023 6:00;14/12/2023 6:59;19,08
ZIPAQUIRÁ - EFZ;14/12/2023 5:00;14/12/2023 5:59;20,52
ZIPAQUIRÁ - EFZ;14/12/2023 4:00;14/12/2023 4:59;9,08
ZIPAQUIRÁ - EFZ;14/12/2023 3:00;14/12/2023 3:59;10,96
ZIPAQUIRÁ - EFZ;14/12/2023 2:00;14/12/2023 2:59;10,04
ZIPAQUIRÁ - EFZ;14/12/2023 1:00;14/12/2023 1:59;11,32
ZIPAQUIRÁ - EFZ;14/12/2023 0:00;14/12/2023 0:59;18,92
ZIPAQUIRÁ - EFZ;13/12/2023 23:00;13/12/2023 23:59;16,88
ZIPAQUIRÁ - EFZ;13/12/2023 22:00;13/12/2023 22:59;14,04
ZIPAQUIRÁ - EFZ;13/12/2023 21:00;13/12/2023 21:59;20,03
ZIPAQUIRÁ - EFZ;13/12/2023 19:00;13/12/2023 19:59;19,44
ZIPAQUIRÁ - EFZ;13/12/2023 18:00;13/12/2023 18:59;5,96
ZIPAQUIRÁ - EFZ;13/12/2023 17:00;13/12/2023 17:59;5
ZIPAQUIRÁ - EFZ;13/12/2023 16:00;13/12/2023 16:59;5,08
ZIPAQUIRÁ - EFZ;13/12/2023 15:00;13/12/2023 15:59;6,96
ZIPAQUIRÁ - EFZ;13/12/2023 14:00;13/12/2023 14:59;6,08
ZIPAQUIRÁ - EFZ;13/12/2023 13:00;13/12/2023 13:59;7,95
ZIPAQUIRÁ - EFZ;13/12/2023 12:00;13/12/2023 12:59;6,04
ZIPAQUIRÁ - EFZ;13/12/2023 11:00;13/12/2023 11:59;8,65
ZIPAQUIRÁ - EFZ;13/12/2023 9:00;13/12/2023 9:59;44,72
ZIPAQUIRÁ - EFZ;13/12/2023 8:00;13/12/2023 8:59;38
ZIPAQUIRÁ - EFZ;13/12/2023 7:00;13/12/2023 7:59;37,68
ZIPAQUIRÁ - EFZ;13/12/2023 6:00;13/12/2023 6:59;29,48
ZIPAQUIRÁ - EFZ;13/12/2023 5:00;13/12/2023 5:59;16,88
ZIPAQUIRÁ - EFZ;13/12/2023 4:00;13/12/2023 4:59;13,76
ZIPAQUIRÁ - EFZ;13/12/2023 3:00;13/12/2023 3:59;8
ZIPAQUIRÁ - EFZ;13/12/2023 2:00;13/12/2023 2:59;7,92
ZIPAQUIRÁ - EFZ;13/12/2023 1:00;13/12/2023 1:59;6,12
ZIPAQUIRÁ - EFZ;13/12/2023 0:00;13/12/2023 0:59;9,4
ZIPAQUIRÁ - EFZ;12/12/2023 23:00;12/12/2023 23:59;18,84
ZIPAQUIRÁ - EFZ;12/12/2023 22:00;12/12/2023 22:59;15,64
ZIPAQUIRÁ - EFZ;12/12/2023 21:00;12/12/2023 21:59;30,2
ZIPAQUIRÁ - EFZ;12/12/2023 20:00;12/12/2023 20:59;10,96
ZIPAQUIRÁ - EFZ;12/12/2023 19:00;12/12/2023 19:59;10,12
ZIPAQUIRÁ - EFZ;12/12/2023 18:00;12/12/2023 18:59;12,64
ZIPAQUIRÁ - EFZ;12/12/2023 17:00;12/12/2023 17:59;4,2
ZIPAQUIRÁ - EFZ;12/12/2023 16:00;12/12/2023 16:59;9,16
ZIPAQUIRÁ - EFZ;12/12/2023 15:00;12/12/2023 15:59;12,88
ZIPAQUIRÁ - EFZ;12/12/2023 14:00;12/12/2023 14:59;10,16
ZIPAQUIRÁ - EFZ;12/12/2023 13:00;12/12/2023 13:59;13,88
ZIPAQUIRÁ - EFZ;12/12/2023 12:00;12/12/2023 12:59;9,36
ZIPAQUIRÁ - EFZ;12/12/2023 11:00;12/12/2023 11:59;18,72
ZIPAQUIRÁ - EFZ;12/12/2023 10:00;12/12/2023 10:59;37,33
ZIPAQUIRÁ - EFZ;12/12/2023 9:00;12/12/2023 9:59;67,59
ZIPAQUIRÁ - EFZ;12/12/2023 8:00;12/12/2023 8:59;33,96
ZIPAQUIRÁ - EFZ;12/12/2023 7:00;12/12/2023 7:59;33,16
ZIPAQUIRÁ - EFZ;12/12/2023 6:00;12/12/2023 6:59;36,52
ZIPAQUIRÁ - EFZ;12/12/2023 5:00;12/12/2023 5:59;25,08
ZIPAQUIRÁ - EFZ;12/12/2023 4:00;12/12/2023 4:59;26,72
ZIPAQUIRÁ - EFZ;12/12/2023 3:00;12/12/2023 3:59;20,08
ZIPAQUIRÁ - EFZ;12/12/2023 2:00;12/12/2023 2:59;22,44
ZIPAQUIRÁ - EFZ;12/12/2023 1:00;12/12/2023 1:59;32,36
ZIPAQUIRÁ - EFZ;12/12/2023 0:00;12/12/2023 0:59;17,32
ZIPAQUIRÁ - EFZ;11/12/2023 23:00;11/12/2023 23:59;24,72
ZIPAQUIRÁ - EFZ;11/12/2023 22:00;11/12/2023 22:59;17,8
ZIPAQUIRÁ - EFZ;11/12/2023 21:00;11/12/2023 21:59;12,92
ZIPAQUIRÁ - EFZ;11/12/2023 20:00;11/12/2023 20:59;10,96
ZIPAQUIRÁ - EFZ;11/12/2023 19:00;11/12/2023 19:59;9,92
ZIPAQUIRÁ - EFZ;11/12/2023 18:00;11/12/2023 18:59;7,84
ZIPAQUIRÁ - EFZ;11/12/2023 17:00;11/12/2023 17:59;4,07
ZIPAQUIRÁ - EFZ;11/12/2023 16:00;11/12/2023 16:59;5,97
ZIPAQUIRÁ - EFZ;11/12/2023 15:00;11/12/2023 15:59;5,1
ZIPAQUIRÁ - EFZ;11/12/2023 14:00;11/12/2023 14:59;8,18
ZIPAQUIRÁ - EFZ;11/12/2023 13:00;11/12/2023 13:59;12,93
ZIPAQUIRÁ - EFZ;11/12/2023 12:00;11/12/2023 12:59;9
ZIPAQUIRÁ - EFZ;11/12/2023 10:00;11/12/2023 10:59;11,53
ZIPAQUIRÁ - EFZ;11/12/2023 9:00;11/12/2023 9:59;25,97
ZIPAQUIRÁ - EFZ;11/12/2023 8:00;11/12/2023 8:59;24,51
ZIPAQUIRÁ - EFZ;11/12/2023 7:00;11/12/2023 7:59;11,07
ZIPAQUIRÁ - EFZ;11/12/2023 6:00;11/12/2023 6:59;12,86
ZIPAQUIRÁ - EFZ;11/12/2023 5:00;11/12/2023 5:59;9,21
ZIPAQUIRÁ - EFZ;11/12/2023 4:00;11/12/2023 4:59;15
ZIPAQUIRÁ - EFZ;11/12/2023 3:00;11/12/2023 3:59;14,79
ZIPAQUIRÁ - EFZ;11/12/2023 2:00;11/12/2023 2:59;9,07
ZIPAQUIRÁ - EFZ;11/12/2023 1:00;11/12/2023 1:59;10,75
ZIPAQUIRÁ - EFZ;11/12/2023 0:00;11/12/2023 0:59;4,04
ZIPAQUIRÁ - EFZ;10/12/2023 23:00;10/12/2023 23:59;5,14
ZIPAQUIRÁ - EFZ;10/12/2023 22:00;10/12/2023 22:59;9
ZIPAQUIRÁ - EFZ;10/12/2023 21:00;10/12/2023 21:59;8,89
ZIPAQUIRÁ - EFZ;10/12/2023 20:00;10/12/2023 20:59;5,96
ZIPAQUIRÁ - EFZ;10/12/2023 19:00;10/12/2023 19:59;4,96
ZIPAQUIRÁ - EFZ;10/12/2023 18:00;10/12/2023 18:59;4
ZIPAQUIRÁ - EFZ;10/12/2023 10:00;10/12/2023 10:59;4,14
ZIPAQUIRÁ - EFZ;10/12/2023 4:00;10/12/2023 4:59;6
ZIPAQUIRÁ - EFZ;10/12/2023 2:00;10/12/2023 2:59;8,11
ZIPAQUIRÁ - EFZ;10/12/2023 1:00;10/12/2023 1:59;10,96
ZIPAQUIRÁ - EFZ;10/12/2023 0:00;10/12/2023 0:59;10,28
ZIPAQUIRÁ - EFZ;9/12/2023 22:00;9/12/2023 22:59;9,88
ZIPAQUIRÁ - EFZ;9/12/2023 21:00;9/12/2023 21:59;6,96
ZIPAQUIRÁ - EFZ;9/12/2023 20:00;9/12/2023 20:59;6,08
ZIPAQUIRÁ - EFZ;9/12/2023 19:00;9/12/2023 19:59;7,84
ZIPAQUIRÁ - EFZ;9/12/2023 18:00;9/12/2023 18:59;4,04
ZIPAQUIRÁ - EFZ;9/12/2023 17:00;9/12/2023 17:59;4,92
ZIPAQUIRÁ - EFZ;9/12/2023 15:00;9/12/2023 15:59;4
ZIPAQUIRÁ - EFZ;9/12/2023 14:00;9/12/2023 14:59;4,04
ZIPAQUIRÁ - EFZ;9/12/2023 13:00;9/12/2023 13:59;5,09
ZIPAQUIRÁ - EFZ;9/12/2023 12:00;9/12/2023 12:59;8,88
ZIPAQUIRÁ - EFZ;9/12/2023 11:00;9/12/2023 11:59;6,04
ZIPAQUIRÁ - EFZ;9/12/2023 10:00;9/12/2023 10:59;7,16
ZIPAQUIRÁ - EFZ;9/12/2023 9:00;9/12/2023 9:59;11,16
ZIPAQUIRÁ - EFZ;9/12/2023 8:00;9/12/2023 8:59;15,2
ZIPAQUIRÁ - EFZ;9/12/2023 7:00;9/12/2023 7:59;19,68
ZIPAQUIRÁ - EFZ;9/12/2023 6:00;9/12/2023 6:59;11,92
ZIPAQUIRÁ - EFZ;9/12/2023 5:00;9/12/2023 5:59;10,12
ZIPAQUIRÁ - EFZ;9/12/2023 3:00;9/12/2023 3:59;12,84
ZIPAQUIRÁ - EFZ;9/12/2023 2:00;9/12/2023 2:59;9,36
ZIPAQUIRÁ - EFZ;9/12/2023 1:00;9/12/2023 1:59;18,44
ZIPAQUIRÁ - EFZ;9/12/2023 0:00;9/12/2023 0:59;28,6
ZIPAQUIRÁ - EFZ;8/12/2023 23:00;8/12/2023 23:59;19,04
ZIPAQUIRÁ - EFZ;8/12/2023 22:00;8/12/2023 22:59;19,76
ZIPAQUIRÁ - EFZ;8/12/2023 21:00;8/12/2023 21:59;13,88
ZIPAQUIRÁ - EFZ;8/12/2023 20:00;8/12/2023 20:59;11
ZIPAQUIRÁ - EFZ;8/12/2023 19:00;8/12/2023 19:59;10,96
ZIPAQUIRÁ - EFZ;8/12/2023 18:00;8/12/2023 18:59;9,72
ZIPAQUIRÁ - EFZ;8/12/2023 17:00;8/12/2023 17:59;2,96
ZIPAQUIRÁ - EFZ;8/12/2023 16:00;8/12/2023 16:59;1,92
ZIPAQUIRÁ - EFZ;8/12/2023 15:00;8/12/2023 15:59;0,08
ZIPAQUIRÁ - EFZ;8/12/2023 14:00;8/12/2023 14:59;2,04
ZIPAQUIRÁ - EFZ;8/12/2023 13:00;8/12/2023 13:59;3,02
ZIPAQUIRÁ - EFZ;8/12/2023 12:00;8/12/2023 12:59;4,2
ZIPAQUIRÁ - EFZ;8/12/2023 9:00;8/12/2023 9:59;14
ZIPAQUIRÁ - EFZ;8/12/2023 8:00;8/12/2023 8:59;14,44
ZIPAQUIRÁ - EFZ;8/12/2023 5:00;8/12/2023 5:59;38,44
ZIPAQUIRÁ - EFZ;8/12/2023 4:00;8/12/2023 4:59;25,08
ZIPAQUIRÁ - EFZ;8/12/2023 3:00;8/12/2023 3:59;27,08
ZIPAQUIRÁ - EFZ;8/12/2023 2:00;8/12/2023 2:59;29,04
ZIPAQUIRÁ - EFZ;8/12/2023 1:00;8/12/2023 1:59;30,36
ZIPAQUIRÁ - EFZ;8/12/2023 0:00;8/12/2023 0:59;38,44
ZIPAQUIRÁ - EFZ;7/12/2023 23:00;7/12/2023 23:59;25,44
ZIPAQUIRÁ - EFZ;7/12/2023 21:00;7/12/2023 21:59;18,12
ZIPAQUIRÁ - EFZ;7/12/2023 20:00;7/12/2023 20:59;20,68
ZIPAQUIRÁ - EFZ;7/12/2023 19:00;7/12/2023 19:59;12,93
ZIPAQUIRÁ - EFZ;7/12/2023 18:00;7/12/2023 18:59;11
ZIPAQUIRÁ - EFZ;7/12/2023 17:00;7/12/2023 17:59;10,97
ZIPAQUIRÁ - EFZ;7/12/2023 16:00;7/12/2023 16:59;9,93
ZIPAQUIRÁ - EFZ;7/12/2023 15:00;7/12/2023 15:59;8
ZIPAQUIRÁ - EFZ;7/12/2023 14:00;7/12/2023 14:59;8,18
ZIPAQUIRÁ - EFZ;7/12/2023 13:00;7/12/2023 13:59;12,96
ZIPAQUIRÁ - EFZ;7/12/2023 12:00;7/12/2023 12:59;11,18
ZIPAQUIRÁ - EFZ;7/12/2023 11:00;7/12/2023 11:59;16,63
ZIPAQUIRÁ - EFZ;7/12/2023 10:00;7/12/2023 10:59;34,04
ZIPAQUIRÁ - EFZ;7/12/2023 9:00;7/12/2023 9:59;35,35
ZIPAQUIRÁ - EFZ;7/12/2023 8:00;7/12/2023 8:59;44,75
ZIPAQUIRÁ - EFZ;7/12/2023 7:00;7/12/2023 7:59;37,21
ZIPAQUIRÁ - EFZ;7/12/2023 6:00;7/12/2023 6:59;14,89
ZIPAQUIRÁ - EFZ;7/12/2023 5:00;7/12/2023 5:59;11,97
ZIPAQUIRÁ - EFZ;7/12/2023 4:00;7/12/2023 4:59;11,24
ZIPAQUIRÁ - EFZ;7/12/2023 3:00;7/12/2023 3:59;17,65
ZIPAQUIRÁ - EFZ;7/12/2023 2:00;7/12/2023 2:59;8,28
ZIPAQUIRÁ - EFZ;7/12/2023 1:00;7/12/2023 1:59;15,86
ZIPAQUIRÁ - EFZ;7/12/2023 0:00;7/12/2023 0:59;12,25
ZIPAQUIRÁ - EFZ;6/12/2023 23:00;6/12/2023 23:59;18,75
ZIPAQUIRÁ - EFZ;6/12/2023 22:00;6/12/2023 22:59;11,89
ZIPAQUIRÁ - EFZ;6/12/2023 21:00;6/12/2023 21:59;9,07
ZIPAQUIRÁ - EFZ;6/12/2023 20:00;6/12/2023 20:59;11,35
ZIPAQUIRÁ - EFZ;6/12/2023 19:00;6/12/2023 19:59;20,47
ZIPAQUIRÁ - EFZ;6/12/2023 18:00;6/12/2023 18:59;5,93
ZIPAQUIRÁ - EFZ;6/12/2023 17:00;6/12/2023 17:59;3,96
ZIPAQUIRÁ - EFZ;6/12/2023 16:00;6/12/2023 16:59;2,96
ZIPAQUIRÁ - EFZ;6/12/2023 15:00;6/12/2023 15:59;2,04
ZIPAQUIRÁ - EFZ;6/12/2023 14:00;6/12/2023 14:59;3,14
ZIPAQUIRÁ - EFZ;6/12/2023 13:00;6/12/2023 13:59;7,11
ZIPAQUIRÁ - EFZ;6/12/2023 12:00;6/12/2023 12:59;12,96
ZIPAQUIRÁ - EFZ;6/12/2023 11:00;6/12/2023 11:59;12,42
ZIPAQUIRÁ - EFZ;6/12/2023 10:00;6/12/2023 10:59;24,63
ZIPAQUIRÁ - EFZ;6/12/2023 9:00;6/12/2023 9:59;41,61
ZIPAQUIRÁ - EFZ;6/12/2023 8:00;6/12/2023 8:59;31,28
ZIPAQUIRÁ - EFZ;6/12/2023 7:00;6/12/2023 7:59;38,19
ZIPAQUIRÁ - EFZ;6/12/2023 6:00;6/12/2023 6:59;16,32
ZIPAQUIRÁ - EFZ;6/12/2023 5:00;6/12/2023 5:59;24,86
ZIPAQUIRÁ - EFZ;6/12/2023 4:00;6/12/2023 4:59;20,89
ZIPAQUIRÁ - EFZ;6/12/2023 3:00;6/12/2023 3:59;18,07
ZIPAQUIRÁ - EFZ;6/12/2023 2:00;6/12/2023 2:59;20
ZIPAQUIRÁ - EFZ;6/12/2023 1:00;6/12/2023 1:59;19,79
ZIPAQUIRÁ - EFZ;6/12/2023 0:00;6/12/2023 0:59;14
ZIPAQUIRÁ - EFZ;5/12/2023 23:00;5/12/2023 23:59;13,82
ZIPAQUIRÁ - EFZ;5/12/2023 22:00;5/12/2023 22:59;9,14
ZIPAQUIRÁ - EFZ;5/12/2023 21:00;5/12/2023 21:59;12,93
ZIPAQUIRÁ - EFZ;5/12/2023 20:00;5/12/2023 20:59;10,96
ZIPAQUIRÁ - EFZ;5/12/2023 19:00;5/12/2023 19:59;9,89
ZIPAQUIRÁ - EFZ;5/12/2023 18:00;5/12/2023 18:59;6,89
ZIPAQUIRÁ - EFZ;5/12/2023 17:00;5/12/2023 17:59;4,07
ZIPAQUIRÁ - EFZ;5/12/2023 16:00;5/12/2023 16:59;6,04
ZIPAQUIRÁ - EFZ;5/12/2023 15:00;5/12/2023 15:59;7,18
ZIPAQUIRÁ - EFZ;5/12/2023 14:00;5/12/2023 14:59;12,1
ZIPAQUIRÁ - EFZ;5/12/2023 13:00;5/12/2023 13:59;15,04
ZIPAQUIRÁ - EFZ;5/12/2023 12:00;5/12/2023 12:59;17,41
ZIPAQUIRÁ - EFZ;5/12/2023 11:00;5/12/2023 11:59;29,55
ZIPAQUIRÁ - EFZ;5/12/2023 10:00;5/12/2023 10:59;44,79
ZIPAQUIRÁ - EFZ;5/12/2023 9:00;5/12/2023 9:59;39,97
ZIPAQUIRÁ - EFZ;5/12/2023 8:00;5/12/2023 8:59;65,52
ZIPAQUIRÁ - EFZ;5/12/2023 7:00;5/12/2023 7:59;23,76
ZIPAQUIRÁ - EFZ;5/12/2023 6:00;5/12/2023 6:59;17
ZIPAQUIRÁ - EFZ;5/12/2023 5:00;5/12/2023 5:59;17,17
ZIPAQUIRÁ - EFZ;5/12/2023 4:00;5/12/2023 4:59;21,83
ZIPAQUIRÁ - EFZ;5/12/2023 3:00;5/12/2023 3:59;17,24
ZIPAQUIRÁ - EFZ;5/12/2023 2:00;5/12/2023 2:59;23,83
ZIPAQUIRÁ - EFZ;5/12/2023 1:00;5/12/2023 1:59;18,82
ZIPAQUIRÁ - EFZ;5/12/2023 0:00;5/12/2023 0:59;14
ZIPAQUIRÁ - EFZ;4/12/2023 23:00;4/12/2023 23:59;14,03
ZIPAQUIRÁ - EFZ;4/12/2023 22:00;4/12/2023 22:59;15,14
