Estacion;Fecha inicial;Fecha final;PM2.5
ZIPAQUIRÁ - EFZ;1/01/2024 14:00;1/01/2024 14:59;4,16
ZIPAQUIRÁ - EFZ;1/01/2024 13:00;1/01/2024 13:59;8,14
ZIPAQUIRÁ - EFZ;1/01/2024 12:00;1/01/2024 12:59;14,68
ZIPAQUIRÁ - EFZ;1/01/2024 11:00;1/01/2024 11:59;32,29
ZIPAQUIRÁ - EFZ;1/01/2024 10:00;1/01/2024 10:59;62,32
ZIPAQUIRÁ - EFZ;1/01/2024 9:00;1/01/2024 9:59;45,76
ZIPAQUIRÁ - EFZ;1/01/2024 8:00;1/01/2024 8:59;40,97
ZIPAQUIRÁ - EFZ;1/01/2024 7:00;1/01/2024 7:59;64,52
ZIPAQUIRÁ - EFZ;1/01/2024 6:00;1/01/2024 6:59;77,24
ZIPAQUIRÁ - EFZ;1/01/2024 5:00;1/01/2024 5:59;82,88
ZIPAQUIRÁ - EFZ;1/01/2024 4:00;1/01/2024 4:59;80,32
ZIPAQUIRÁ - EFZ;1/01/2024 3:00;1/01/2024 3:59;86,79
ZIPAQUIRÁ - EFZ;1/01/2024 2:00;1/01/2024 2:59;56,91
ZIPAQUIRÁ - EFZ;1/01/2024 1:00;1/01/2024 1:59;30,82
ZIPAQUIRÁ - EFZ;1/01/2024 0:00;1/01/2024 0:59;26,04
ZIPAQUIRÁ - EFZ;31/12/2023 22:00;31/12/2023 22:59;21,84
ZIPAQUIRÁ - EFZ;31/12/2023 21:00;31/12/2023 21:59;17,76
ZIPAQUIRÁ - EFZ;31/12/2023 20:00;31/12/2023 20:59;11,96
ZIPAQUIRÁ - EFZ;31/12/2023 19:00;31/12/2023 19:59;11,04
ZIPAQUIRÁ - EFZ;31/12/2023 18:00;31/12/2023 18:59;12,08
ZIPAQUIRÁ - EFZ;31/12/2023 17:00;31/12/2023 17:59;13,96
ZIPAQUIRÁ - EFZ;31/12/2023 16:00;31/12/2023 16:59;12,92
ZIPAQUIRÁ - EFZ;31/12/2023 15:00;31/12/2023 15:59;11,04
ZIPAQUIRÁ - EFZ;31/12/2023 14:00;31/12/2023 14:59;12,2
ZIPAQUIRÁ - EFZ;31/12/2023 13:00;31/12/2023 13:59;16,98
ZIPAQUIRÁ - EFZ;31/12/2023 12:00;31/12/2023 12:59;15,56
ZIPAQUIRÁ - EFZ;31/12/2023 11:00;31/12/2023 11:59;5,4
ZIPAQUIRÁ - EFZ;31/12/2023 10:00;31/12/2023 10:59;15,36
ZIPAQUIRÁ - EFZ;31/12/2023 9:00;31/12/2023 9:59;24
ZIPAQUIRÁ - EFZ;31/12/2023 8:00;31/12/2023 8:59;23,72
ZIPAQUIRÁ - EFZ;31/12/2023 7:00;31/12/2023 7:59;17,08
ZIPAQUIRÁ - EFZ;31/12/2023 6:00;31/12/2023 6:59;18,84
ZIPAQUIRÁ - EFZ;31/12/2023 5:00;31/12/2023 5:59;15,4
ZIPAQUIRÁ - EFZ;31/12/2023 4:00;31/12/2023 4:59;24,76
ZIPAQUIRÁ - EFZ;31/12/2023 3:00;31/12/2023 3:59;19,32
ZIPAQUIRÁ - EFZ;31/12/2023 2:00;31/12/2023 2:59;26,48
ZIPAQUIRÁ - EFZ;31/12/2023 1:00;31/12/2023 1:59;13,93
ZIPAQUIRÁ - EFZ;31/12/2023 0:00;31/12/2023 0:59;11,89
ZIPAQUIRÁ - EFZ;30/12/2023 23:00;30/12/2023 23:59;9,04
ZIPAQUIRÁ - EFZ;30/12/2023 22:00;30/12/2023 22:59;10,32
ZIPAQUIRÁ - EFZ;30/12/2023 21:00;30/12/2023 21:59;17,76
ZIPAQUIRÁ - EFZ;30/12/2023 20:00;30/12/2023 20:59;12,08
ZIPAQUIRÁ - EFZ;30/12/2023 19:00;30/12/2023 19:59;13,72
ZIPAQUIRÁ - EFZ;30/12/2023 18:00;30/12/2023 18:59;6,07
ZIPAQUIRÁ - EFZ;30/12/2023 17:00;30/12/2023 17:59;8,18
ZIPAQUIRÁ - EFZ;30/12/2023 16:00;30/12/2023 16:59;13,04
ZIPAQUIRÁ - EFZ;30/12/2023 15:00;30/12/2023 15:59;13,65
ZIPAQUIRÁ - EFZ;30/12/2023 14:00;30/12/2023 14:59;4
ZIPAQUIRÁ - EFZ;30/12/2023 13:00;30/12/2023 13:59;4,11
ZIPAQUIRÁ - EFZ;30/12/2023 12:00;30/12/2023 12:59;7,21
ZIPAQUIRÁ - EFZ;30/12/2023 11:00;30/12/2023 11:59;13,46
ZIPAQUIRÁ - EFZ;30/12/2023 10:00;30/12/2023 10:59;26,32
ZIPAQUIRÁ - EFZ;30/12/2023 9:00;30/12/2023 9:59;34,72
ZIPAQUIRÁ - EFZ;30/12/2023 8:00;30/12/2023 8:59;26,58
ZIPAQUIRÁ - EFZ;30/12/2023 7:00;30/12/2023 7:59;15,11
ZIPAQUIRÁ - EFZ;30/12/2023 6:00;30/12/2023 6:59;17,79
ZIPAQUIRÁ - EFZ;30/12/2023 5:00;30/12/2023 5:59;11,96
ZIPAQUIRÁ - EFZ;30/12/2023 4:00;30/12/2023 4:59;11,07
ZIPAQUIRÁ - EFZ;30/12/2023 3:00;30/12/2023 3:59;12,89
ZIPAQUIRÁ - EFZ;30/12/2023 2:00;30/12/2023 2:59;10,04
ZIPAQUIRÁ - EFZ;30/12/2023 1:00;30/12/2023 1:59;10,93
ZIPAQUIRÁ - EFZ;30/12/2023 0:00;30/12/2023 0:59;9,35
ZIPAQUIRÁ - EFZ;29/12/2023 23:00;29/12/2023 23:59;19,11
ZIPAQUIRÁ - EFZ;29/12/2023 22:00;29/12/2023 22:59;21,65
ZIPAQUIRÁ - EFZ;29/12/2023 21:00;29/12/2023 21:59;12,21
ZIPAQUIRÁ - EFZ;29/12/2023 20:00;29/12/2023 20:59;17,72
ZIPAQUIRÁ - EFZ;29/12/2023 19:00;29/12/2023 19:59;10,07
ZIPAQUIRÁ - EFZ;29/12/2023 18:00;29/12/2023 18:59;11,86
ZIPAQUIRÁ - EFZ;29/12/2023 17:00;29/12/2023 17:59;7,75
ZIPAQUIRÁ - EFZ;29/12/2023 16:00;29/12/2023 16:59;1,04
ZIPAQUIRÁ - EFZ;29/12/2023 15:00;29/12/2023 15:59;2,14
ZIPAQUIRÁ - EFZ;29/12/2023 14:00;29/12/2023 14:59;6,18
ZIPAQUIRÁ - EFZ;29/12/2023 13:00;29/12/2023 13:59;11,04
ZIPAQUIRÁ - EFZ;29/12/2023 12:00;29/12/2023 12:59;13
ZIPAQUIRÁ - EFZ;29/12/2023 11:00;29/12/2023 11:59;13,67
ZIPAQUIRÁ - EFZ;29/12/2023 10:00;29/12/2023 10:59;32
ZIPAQUIRÁ - EFZ;29/12/2023 9:00;29/12/2023 9:59;32,04
ZIPAQUIRÁ - EFZ;29/12/2023 8:00;29/12/2023 8:59;32,61
ZIPAQUIRÁ - EFZ;29/12/2023 7:00;29/12/2023 7:59;21,88
ZIPAQUIRÁ - EFZ;29/12/2023 6:00;29/12/2023 6:59;18,88
ZIPAQUIRÁ - EFZ;29/12/2023 5:00;29/12/2023 5:59;16,2
ZIPAQUIRÁ - EFZ;29/12/2023 4:00;29/12/2023 4:59;20,28
ZIPAQUIRÁ - EFZ;29/12/2023 3:00;29/12/2023 3:59;3,52
ZIPAQUIRÁ - EFZ;29/12/2023 2:00;29/12/2023 2:59;15,96
ZIPAQUIRÁ - EFZ;29/12/2023 1:00;29/12/2023 1:59;15,04
ZIPAQUIRÁ - EFZ;29/12/2023 0:00;29/12/2023 0:59;15,76
ZIPAQUIRÁ - EFZ;28/12/2023 23:00;28/12/2023 23:59;10,04
ZIPAQUIRÁ - EFZ;28/12/2023 22:00;28/12/2023 22:59;11,04
ZIPAQUIRÁ - EFZ;28/12/2023 21:00;28/12/2023 21:59;12,12
ZIPAQUIRÁ - EFZ;28/12/2023 20:00;28/12/2023 20:59;14,92
ZIPAQUIRÁ - EFZ;28/12/2023 19:00;28/12/2023 19:59;13,12
ZIPAQUIRÁ - EFZ;28/12/2023 18:00;28/12/2023 18:59;15,48
ZIPAQUIRÁ - EFZ;28/12/2023 17:00;28/12/2023 17:59;2,96
ZIPAQUIRÁ - EFZ;28/12/2023 16:00;28/12/2023 16:59;1,96
ZIPAQUIRÁ - EFZ;28/12/2023 15:00;28/12/2023 15:59;1,16
ZIPAQUIRÁ - EFZ;28/12/2023 14:00;28/12/2023 14:59;5,16
ZIPAQUIRÁ - EFZ;28/12/2023 13:00;28/12/2023 13:59;8,95
ZIPAQUIRÁ - EFZ;28/12/2023 12:00;28/12/2023 12:59;7,44
ZIPAQUIRÁ - EFZ;28/12/2023 11:00;28/12/2023 11:59;18,16
ZIPAQUIRÁ - EFZ;28/12/2023 9:00;28/12/2023 9:59;31,84
ZIPAQUIRÁ - EFZ;28/12/2023 8:00;28/12/2023 8:59;27,76
ZIPAQUIRÁ - EFZ;28/12/2023 7:00;28/12/2023 7:59;21,96
ZIPAQUIRÁ - EFZ;28/12/2023 6:00;28/12/2023 6:59;21
ZIPAQUIRÁ - EFZ;28/12/2023 5:00;28/12/2023 5:59;20,56
ZIPAQUIRÁ - EFZ;28/12/2023 4:00;28/12/2023 4:59;10,16
ZIPAQUIRÁ - EFZ;28/12/2023 3:00;28/12/2023 3:59;13,96
ZIPAQUIRÁ - EFZ;28/12/2023 2:00;28/12/2023 2:59;13,2
ZIPAQUIRÁ - EFZ;28/12/2023 1:00;28/12/2023 1:59;17,79
ZIPAQUIRÁ - EFZ;28/12/2023 0:00;28/12/2023 0:59;12,08
ZIPAQUIRÁ - EFZ;27/12/2023 23:00;27/12/2023 23:59;14,24
ZIPAQUIRÁ - EFZ;27/12/2023 22:00;27/12/2023 22:59;19,72
ZIPAQUIRÁ - EFZ;27/12/2023 21:00;27/12/2023 21:59;13,04
ZIPAQUIRÁ - EFZ;27/12/2023 20:00;27/12/2023 20:59;13,72
ZIPAQUIRÁ - EFZ;27/12/2023 19:00;27/12/2023 19:59;7,12
ZIPAQUIRÁ - EFZ;27/12/2023 18:00;27/12/2023 18:59;9,88
ZIPAQUIRÁ - EFZ;27/12/2023 17:00;27/12/2023 17:59;7
ZIPAQUIRÁ - EFZ;27/12/2023 16:00;27/12/2023 16:59;6,88
ZIPAQUIRÁ - EFZ;27/12/2023 15:00;27/12/2023 15:59;4,04
ZIPAQUIRÁ - EFZ;27/12/2023 14:00;27/12/2023 14:59;5,2
ZIPAQUIRÁ - EFZ;27/12/2023 13:00;27/12/2023 13:59;9,84
ZIPAQUIRÁ - EFZ;27/12/2023 12:00;27/12/2023 12:59;6,48
ZIPAQUIRÁ - EFZ;27/12/2023 11:00;27/12/2023 11:59;18
ZIPAQUIRÁ - EFZ;27/12/2023 10:00;27/12/2023 10:59;18,16
ZIPAQUIRÁ - EFZ;27/12/2023 9:00;27/12/2023 9:59;21,68
ZIPAQUIRÁ - EFZ;27/12/2023 8:00;27/12/2023 8:59;14,24
ZIPAQUIRÁ - EFZ;27/12/2023 7:00;27/12/2023 7:59;19,76
ZIPAQUIRÁ - EFZ;27/12/2023 6:00;27/12/2023 6:59;13,68
ZIPAQUIRÁ - EFZ;27/12/2023 5:00;27/12/2023 5:59;6,08
ZIPAQUIRÁ - EFZ;27/12/2023 4:00;27/12/2023 4:59;8,12
ZIPAQUIRÁ - EFZ;27/12/2023 3:00;27/12/2023 3:59;10,88
ZIPAQUIRÁ - EFZ;27/12/2023 2:00;27/12/2023 2:59;7,92
ZIPAQUIRÁ - EFZ;27/12/2023 1:00;27/12/2023 1:59;6,11
ZIPAQUIRÁ - EFZ;27/12/2023 0:00;27/12/2023 0:59;9,16
ZIPAQUIRÁ - EFZ;26/12/2023 23:00;26/12/2023 23:59;12,76
ZIPAQUIRÁ - EFZ;26/12/2023 22:00;26/12/2023 22:59;7,2
ZIPAQUIRÁ - EFZ;26/12/2023 21:00;26/12/2023 21:59;11,8
ZIPAQUIRÁ - EFZ;26/12/2023 20:00;26/12/2023 20:59;7,12
ZIPAQUIRÁ - EFZ;26/12/2023 19:00;26/12/2023 19:59;9,76
ZIPAQUIRÁ - EFZ;26/12/2023 18:00;26/12/2023 18:59;4,28
ZIPAQUIRÁ - EFZ;26/12/2023 17:00;26/12/2023 17:59;11,04
ZIPAQUIRÁ - EFZ;26/12/2023 16:00;26/12/2023 16:59;11,68
ZIPAQUIRÁ - EFZ;26/12/2023 15:00;26/12/2023 15:59;4,2
ZIPAQUIRÁ - EFZ;26/12/2023 14:00;26/12/2023 14:59;8,96
ZIPAQUIRÁ - EFZ;26/12/2023 13:00;26/12/2023 13:59;8,12
ZIPAQUIRÁ - EFZ;26/12/2023 12:00;26/12/2023 12:59;13,24
ZIPAQUIRÁ - EFZ;26/12/2023 11:00;26/12/2023 11:59;19,04
ZIPAQUIRÁ - EFZ;26/12/2023 10:00;26/12/2023 10:59;20,36
ZIPAQUIRÁ - EFZ;26/12/2023 9:00;26/12/2023 9:59;28,6
ZIPAQUIRÁ - EFZ;26/12/2023 8:00;26/12/2023 8:59;19
ZIPAQUIRÁ - EFZ;26/12/2023 7:00;26/12/2023 7:59;18,84
ZIPAQUIRÁ - EFZ;26/12/2023 6:00;26/12/2023 6:59;14,84
ZIPAQUIRÁ - EFZ;26/12/2023 5:00;26/12/2023 5:59;11
ZIPAQUIRÁ - EFZ;26/12/2023 4:00;26/12/2023 4:59;10,8
ZIPAQUIRÁ - EFZ;26/12/2023 3:00;26/12/2023 3:59;6,08
ZIPAQUIRÁ - EFZ;26/12/2023 2:00;26/12/2023 2:59;8,12
ZIPAQUIRÁ - EFZ;26/12/2023 1:00;26/12/2023 1:59;10,8
ZIPAQUIRÁ - EFZ;26/12/2023 0:00;26/12/2023 0:59;6,12
ZIPAQUIRÁ - EFZ;25/12/2023 23:00;25/12/2023 23:59;8,96
ZIPAQUIRÁ - EFZ;25/12/2023 22:00;25/12/2023 22:59;8,04
ZIPAQUIRÁ - EFZ;25/12/2023 21:00;25/12/2023 21:59;8,96
ZIPAQUIRÁ - EFZ;25/12/2023 20:00;25/12/2023 20:59;8,08
ZIPAQUIRÁ - EFZ;25/12/2023 19:00;25/12/2023 19:59;9,8
ZIPAQUIRÁ - EFZ;25/12/2023 18:00;25/12/2023 18:59;4,96
ZIPAQUIRÁ - EFZ;25/12/2023 17:00;25/12/2023 17:59;4,08
ZIPAQUIRÁ - EFZ;25/12/2023 16:00;25/12/2023 16:59;6,24
ZIPAQUIRÁ - EFZ;25/12/2023 15:00;25/12/2023 15:59;11,92
ZIPAQUIRÁ - EFZ;25/12/2023 14:00;25/12/2023 14:59;9,76
ZIPAQUIRÁ - EFZ;25/12/2023 13:00;25/12/2023 13:59;4,26
ZIPAQUIRÁ - EFZ;25/12/2023 12:00;25/12/2023 12:59;14,96
ZIPAQUIRÁ - EFZ;25/12/2023 11:00;25/12/2023 11:59;14,36
ZIPAQUIRÁ - EFZ;25/12/2023 10:00;25/12/2023 10:59;23,4
ZIPAQUIRÁ - EFZ;25/12/2023 9:00;25/12/2023 9:59;33,08
ZIPAQUIRÁ - EFZ;25/12/2023 8:00;25/12/2023 8:59;35,04
ZIPAQUIRÁ - EFZ;25/12/2023 7:00;25/12/2023 7:59;36,36
ZIPAQUIRÁ - EFZ;25/12/2023 6:00;25/12/2023 6:59;44,72
ZIPAQUIRÁ - EFZ;25/12/2023 5:00;25/12/2023 5:59;37,92
ZIPAQUIRÁ - EFZ;25/12/2023 4:00;25/12/2023 4:59;35,84
ZIPAQUIRÁ - EFZ;25/12/2023 3:00;25/12/2023 3:59;31,76
ZIPAQUIRÁ - EFZ;25/12/2023 2:00;25/12/2023 2:59;25,96
ZIPAQUIRÁ - EFZ;25/12/2023 1:00;25/12/2023 1:59;25,24
ZIPAQUIRÁ - EFZ;25/12/2023 0:00;25/12/2023 0:59;31,2
ZIPAQUIRÁ - EFZ;24/12/2023 23:00;24/12/2023 23:59;35,64
ZIPAQUIRÁ - EFZ;24/12/2023 22:00;24/12/2023 22:59;26,6
ZIPAQUIRÁ - EFZ;24/12/2023 21:00;24/12/2023 21:59;16,8
ZIPAQUIRÁ - EFZ;24/12/2023 20:00;24/12/2023 20:59;11,68
ZIPAQUIRÁ - EFZ;24/12/2023 19:00;24/12/2023 19:59;4,04
ZIPAQUIRÁ - EFZ;24/12/2023 18:00;24/12/2023 18:59;4,96
ZIPAQUIRÁ - EFZ;24/12/2023 17:00;24/12/2023 17:59;4,08
ZIPAQUIRÁ - EFZ;24/12/2023 16:00;24/12/2023 16:59;5,96
ZIPAQUIRÁ - EFZ;24/12/2023 15:00;24/12/2023 15:59;5
ZIPAQUIRÁ - EFZ;24/12/2023 14:00;24/12/2023 14:59;5,04
ZIPAQUIRÁ - EFZ;24/12/2023 13:00;24/12/2023 13:59;5,88
ZIPAQUIRÁ - EFZ;24/12/2023 12:00;24/12/2023 12:59;3,12
ZIPAQUIRÁ - EFZ;24/12/2023 11:00;24/12/2023 11:59;6,68
ZIPAQUIRÁ - EFZ;24/12/2023 10:00;24/12/2023 10:59;23,04
ZIPAQUIRÁ - EFZ;24/12/2023 9:00;24/12/2023 9:59;24,12
ZIPAQUIRÁ - EFZ;24/12/2023 8:00;24/12/2023 8:59;26,84
ZIPAQUIRÁ - EFZ;24/12/2023 7:00;24/12/2023 7:59;22,76
ZIPAQUIRÁ - EFZ;24/12/2023 6:00;24/12/2023 6:59;16,72
ZIPAQUIRÁ - EFZ;24/12/2023 5:00;24/12/2023 5:59;10,16
ZIPAQUIRÁ - EFZ;24/12/2023 4:00;24/12/2023 4:59;13,96
ZIPAQUIRÁ - EFZ;24/12/2023 3:00;24/12/2023 3:59;13,36
ZIPAQUIRÁ - EFZ;24/12/2023 2:00;24/12/2023 2:59;21,68
ZIPAQUIRÁ - EFZ;24/12/2023 1:00;24/12/2023 1:59;13,96
ZIPAQUIRÁ - EFZ;24/12/2023 0:00;24/12/2023 0:59;13
ZIPAQUIRÁ - EFZ;23/12/2023 23:00;23/12/2023 23:59;13,04
ZIPAQUIRÁ - EFZ;23/12/2023 22:00;23/12/2023 22:59;13,96
ZIPAQUIRÁ - EFZ;23/12/2023 21:00;23/12/2023 21:59;13
ZIPAQUIRÁ - EFZ;23/12/2023 20:00;23/12/2023 20:59;12,92
ZIPAQUIRÁ - EFZ;23/12/2023 19:00;23/12/2023 19:59;10,92
ZIPAQUIRÁ - EFZ;23/12/2023 18:00;23/12/2023 18:59;8,84
ZIPAQUIRÁ - EFZ;23/12/2023 17:00;23/12/2023 17:59;5,08
ZIPAQUIRÁ - EFZ;23/12/2023 16:00;23/12/2023 16:59;7,2
ZIPAQUIRÁ - EFZ;23/12/2023 15:00;23/12/2023 15:59;11,84
ZIPAQUIRÁ - EFZ;23/12/2023 14:00;23/12/2023 14:59;8,08
ZIPAQUIRÁ - EFZ;23/12/2023 13:00;23/12/2023 13:59;9,88
ZIPAQUIRÁ - EFZ;23/12/2023 12:00;23/12/2023 12:59;7,4
ZIPAQUIRÁ - EFZ;23/12/2023 11:00;23/12/2023 11:59;17,52
ZIPAQUIRÁ - EFZ;23/12/2023 10:00;23/12/2023 10:59;30,2
ZIPAQUIRÁ - EFZ;23/12/2023 9:00;23/12/2023 9:59;34,4
ZIPAQUIRÁ - EFZ;23/12/2023 8:00;23/12/2023 8:59;20
ZIPAQUIRÁ - EFZ;23/12/2023 7:00;23/12/2023 7:59;19,96
ZIPAQUIRÁ - EFZ;23/12/2023 6:00;23/12/2023 6:59;19,68
ZIPAQUIRÁ - EFZ;23/12/2023 5:00;23/12/2023 5:59;35,48
ZIPAQUIRÁ - EFZ;23/12/2023 4:00;23/12/2023 4:59;22,76
ZIPAQUIRÁ - EFZ;23/12/2023 3:00;23/12/2023 3:59;17,2
ZIPAQUIRÁ - EFZ;23/12/2023 2:00;23/12/2023 2:59;22
ZIPAQUIRÁ - EFZ;23/12/2023 1:00;23/12/2023 1:59;21,8
ZIPAQUIRÁ - EFZ;23/12/2023 0:00;23/12/2023 0:59;17,12
ZIPAQUIRÁ - EFZ;22/12/2023 23:00;22/12/2023 23:59;20,12
ZIPAQUIRÁ - EFZ;22/12/2023 22:00;22/12/2023 22:59;22,68
ZIPAQUIRÁ - EFZ;22/12/2023 21:00;22/12/2023 21:59;15
ZIPAQUIRÁ - EFZ;22/12/2023 20:00;22/12/2023 20:59;14,84
ZIPAQUIRÁ - EFZ;22/12/2023 19:00;22/12/2023 19:59;11,04
ZIPAQUIRÁ - EFZ;22/12/2023 18:00;22/12/2023 18:59;11,92
ZIPAQUIRÁ - EFZ;22/12/2023 17:00;22/12/2023 17:59;10,08
ZIPAQUIRÁ - EFZ;22/12/2023 16:00;22/12/2023 16:59;12,12
ZIPAQUIRÁ - EFZ;22/12/2023 15:00;22/12/2023 15:59;14,56
ZIPAQUIRÁ - EFZ;22/12/2023 14:00;22/12/2023 14:59;4,12
ZIPAQUIRÁ - EFZ;22/12/2023 13:00;22/12/2023 13:59;7,12
ZIPAQUIRÁ - EFZ;22/12/2023 12:00;22/12/2023 12:59;12,29
ZIPAQUIRÁ - EFZ;22/12/2023 11:00;22/12/2023 11:59;19,12
ZIPAQUIRÁ - EFZ;22/12/2023 10:00;22/12/2023 10:59;22,08
ZIPAQUIRÁ - EFZ;22/12/2023 9:00;22/12/2023 9:59;23,72
ZIPAQUIRÁ - EFZ;22/12/2023 8:00;22/12/2023 8:59;17,04
ZIPAQUIRÁ - EFZ;22/12/2023 7:00;22/12/2023 7:59;18,08
ZIPAQUIRÁ - EFZ;22/12/2023 6:00;22/12/2023 6:59;20
ZIPAQUIRÁ - EFZ;22/12/2023 5:00;22/12/2023 5:59;19,76
ZIPAQUIRÁ - EFZ;22/12/2023 4:00;22/12/2023 4:59;14,04
ZIPAQUIRÁ - EFZ;22/12/2023 3:00;22/12/2023 3:59;14,96
ZIPAQUIRÁ - EFZ;22/12/2023 2:00;22/12/2023 2:59;14,08
ZIPAQUIRÁ - EFZ;22/12/2023 1:00;22/12/2023 1:59;15,92
ZIPAQUIRÁ - EFZ;22/12/2023 0:00;22/12/2023 0:59;14,4
ZIPAQUIRÁ - EFZ;21/12/2023 23:00;21/12/2023 23:59;23,76
ZIPAQUIRÁ - EFZ;21/12/2023 22:00;21/12/2023 22:59;18,36
ZIPAQUIRÁ - EFZ;21/12/2023 21:00;21/12/2023 21:59;26,8
ZIPAQUIRÁ - EFZ;21/12/2023 20:00;21/12/2023 20:59;21,8
ZIPAQUIRÁ - EFZ;21/12/2023 19:00;21/12/2023 19:59;17
ZIPAQUIRÁ - EFZ;21/12/2023 18:00;21/12/2023 18:59;17
ZIPAQUIRÁ - EFZ;21/12/2023 17:00;21/12/2023 17:59;16,72
ZIPAQUIRÁ - EFZ;21/12/2023 16:00;21/12/2023 16:59;10,28
ZIPAQUIRÁ - EFZ;21/12/2023 15:00;21/12/2023 15:59;17
ZIPAQUIRÁ - EFZ;21/12/2023 14:00;21/12/2023 14:59;17
ZIPAQUIRÁ - EFZ;21/12/2023 13:00;21/12/2023 13:59;10,07
ZIPAQUIRÁ - EFZ;21/12/2023 12:00;21/12/2023 12:59;13
ZIPAQUIRÁ - EFZ;21/12/2023 11:00;21/12/2023 11:59;13,56
ZIPAQUIRÁ - EFZ;21/12/2023 10:00;21/12/2023 10:59;27
ZIPAQUIRÁ - EFZ;21/12/2023 9:00;21/12/2023 9:59;27
ZIPAQUIRÁ - EFZ;21/12/2023 8:00;21/12/2023 8:59;27,08
ZIPAQUIRÁ - EFZ;21/12/2023 7:00;21/12/2023 7:59;29,16
ZIPAQUIRÁ - EFZ;21/12/2023 6:00;21/12/2023 6:59;33,16
ZIPAQUIRÁ - EFZ;21/12/2023 5:00;21/12/2023 5:59;36,84
ZIPAQUIRÁ - EFZ;21/12/2023 4:00;21/12/2023 4:59;32,56
ZIPAQUIRÁ - EFZ;21/12/2023 3:00;21/12/2023 3:59;21,96
ZIPAQUIRÁ - EFZ;21/12/2023 2:00;21/12/2023 2:59;20,8
ZIPAQUIRÁ - EFZ;21/12/2023 1:00;21/12/2023 1:59;15,92
ZIPAQUIRÁ - EFZ;21/12/2023 0:00;21/12/2023 0:59;14,32
ZIPAQUIRÁ - EFZ;20/12/2023 23:00;20/12/2023 23:59;21,88
ZIPAQUIRÁ - EFZ;20/12/2023 22:00;20/12/2023 22:59;19,12
ZIPAQUIRÁ - EFZ;20/12/2023 21:00;20/12/2023 21:59;21,84
ZIPAQUIRÁ - EFZ;20/12/2023 20:00;20/12/2023 20:59;17,72
ZIPAQUIRÁ - EFZ;20/12/2023 19:00;20/12/2023 19:59;11
ZIPAQUIRÁ - EFZ;20/12/2023 18:00;20/12/2023 18:59;10,84
ZIPAQUIRÁ - EFZ;20/12/2023 17:00;20/12/2023 17:59;6,72
ZIPAQUIRÁ - EFZ;20/12/2023 15:00;20/12/2023 15:59;14,96
ZIPAQUIRÁ - EFZ;20/12/2023 14:00;20/12/2023 14:59;13,68
ZIPAQUIRÁ - EFZ;20/12/2023 13:00;20/12/2023 13:59;6,04
ZIPAQUIRÁ - EFZ;20/12/2023 12:00;20/12/2023 12:59;7,48
ZIPAQUIRÁ - EFZ;20/12/2023 11:00;20/12/2023 11:59;19,16
ZIPAQUIRÁ - EFZ;20/12/2023 10:00;20/12/2023 10:59;22,96
ZIPAQUIRÁ - EFZ;20/12/2023 9:00;20/12/2023 9:59;22
ZIPAQUIRÁ - EFZ;20/12/2023 8:00;20/12/2023 8:59;21,8
ZIPAQUIRÁ - EFZ;20/12/2023 7:00;20/12/2023 7:59;16,84
ZIPAQUIRÁ - EFZ;20/12/2023 6:00;20/12/2023 6:59;13,04
ZIPAQUIRÁ - EFZ;20/12/2023 5:00;20/12/2023 5:59;13,84
ZIPAQUIRÁ - EFZ;20/12/2023 4:00;20/12/2023 4:59;10,16
ZIPAQUIRÁ - EFZ;20/12/2023 3:00;20/12/2023 3:59;13,84
ZIPAQUIRÁ - EFZ;20/12/2023 2:00;20/12/2023 2:59;10,08
ZIPAQUIRÁ - EFZ;20/12/2023 1:00;20/12/2023 1:59;12
ZIPAQUIRÁ - EFZ;20/12/2023 0:00;20/12/2023 0:59;12,04
ZIPAQUIRÁ - EFZ;19/12/2023 23:00;19/12/2023 23:59;13,24
ZIPAQUIRÁ - EFZ;19/12/2023 22:00;19/12/2023 22:59;18,92
ZIPAQUIRÁ - EFZ;19/12/2023 21:00;19/12/2023 21:59;17,08
ZIPAQUIRÁ - EFZ;19/12/2023 20:00;19/12/2023 20:59;18,76
ZIPAQUIRÁ - EFZ;19/12/2023 19:00;19/12/2023 19:59;12,92
ZIPAQUIRÁ - EFZ;19/12/2023 18:00;19/12/2023 18:59;11,16
ZIPAQUIRÁ - EFZ;19/12/2023 17:00;19/12/2023 17:59;15,4
ZIPAQUIRÁ - EFZ;19/12/2023 16:00;19/12/2023 16:59;24,52
ZIPAQUIRÁ - EFZ;19/12/2023 15:00;19/12/2023 15:59;13,2
ZIPAQUIRÁ - EFZ;19/12/2023 14:00;19/12/2023 14:59;18,6
ZIPAQUIRÁ - EFZ;19/12/2023 13:00;19/12/2023 13:59;32,86
ZIPAQUIRÁ - EFZ;19/12/2023 12:00;19/12/2023 12:59;27,12
ZIPAQUIRÁ - EFZ;19/12/2023 11:00;19/12/2023 11:59;30,4
ZIPAQUIRÁ - EFZ;19/12/2023 10:00;19/12/2023 10:59;39,48
ZIPAQUIRÁ - EFZ;19/12/2023 9:00;19/12/2023 9:59;26,84
ZIPAQUIRÁ - EFZ;19/12/2023 8:00;19/12/2023 8:59;22,96
ZIPAQUIRÁ - EFZ;19/12/2023 7:00;19/12/2023 7:59;21,68
ZIPAQUIRÁ - EFZ;19/12/2023 6:00;19/12/2023 6:59;14,12
